	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気
200634100309	ダ	右	1500	晴	稍重	18:45	D3　ー1組		2006-10-3	8	旭川	1	40万円以下	(規定)	6	420	3	6	170	3	11	420	7	5.0	140	2.0	6-11	9410	25	6=>11	18930	40.0	5-6-11	9290	26.0	6=>11=>5	75900	178.0	5,10,(4,11),6,(3,7),(1,9),8,2	5,10,(4,11),(3,6),7,9,(1,8),2	5,(10,11),(4,3),(6,7),9,8,2,1	5,11,3,(4,10),6,7,(8,9,2),1			6-8	2970.0	10.0
200634100310	ダ	右	1600	晴	稍重	19:20	アルキオネ特別 		2006-10-3	8	旭川	1	130万円以下	(規定)	4	1320	7	4	290	7	2	210	4	5.0	170	2.0	2-4	5690	21	4=>2	19530	53.0	2-4-5	6290	24.0	4=>2=>5	39370	154.0	5,4,2,(6,7),8,1,9,3	5,4,2,(6,7),8,(1,9),3	5,4,2,7,(6,8),1,9,3	5,4,2,7,(6,8),(1,9),3			2-4	6740.0	22.0
200634100311	ダ	右	1600	晴	稍重	20:00	タヤスツヨシ賞 		2006-10-3	8	旭川	1	130万円以下	(規定)	2	560	4	2	460	7	10	880	8	3.0	310	5.0	2-10	11870	29	2=>10	29440	60.0	2-3-10	46900	85.0	2=>10=>3	480760	583.0	10,4,(1,7),8,9-3,5,2,6	10,4,(1,7,8),9=3,5,2,6	10,(1,7,8),9,4=(3,2,6),5	10,1,(7,8),9,4,(3,2),6-5			2-8	1910.0	7.0
200634100401	ダ	右	1500	晴	良	14:30	D3　ー4組		2006-10-4	8	旭川	2	40万円以下	(規定)	4	220	1	4	330	3	6	540	4				4-6	1960	6	4=>6	3100	14.0	4-5-6	1390	6.0	4=>6=>5	10840	35.0	5,6,(1,7),(2,4),3	5,6,1,7,(2,4),3	5,(6,7),4,1,2,3	5,(6,7),4,(1,3),2					
200634100402	ダ	右	1000	晴	良	15:00	2歳　未勝利		2006-10-4	8	旭川	2	(規定)		4	1400	5	4	470	5	10	120	2	11.0	510	6.0	4-10	590	2	4=>10	1930	7.0	4-10-11	2130	9.0	4=>10=>11	17260	47.0			(11,12),4,9,(8,10),(1,6),7,2,5-3	11,(4,12),(9,10),1,8,6,7,(2,5)-3			4-7	570.0	2.0
200634100403	ダ	右	1000	晴	良	15:30	2歳　未勝利		2006-10-4	8	旭川	2	(規定)		10	380	2	10	130	2	2	100	1	11.0	210	5.0	2-10	1110	5	10=>2	1620	5.0	2-10-11	3670	11.0	10=>2=>11	22360	51.0			2,(3,8,10),11,(5,12),6,(1,9),7,4	2,10,(3,8,11),5,12,6,(1,9),(7,4)			2-7	480.0	2.0
200634100404	ダ	右	1000	晴	良	16:00	アタックチャレンジ競		2006-10-4	8	旭川	2	(規定)		9	210	1	9	100	1	11	250	5	7.0	120	2.0	9-11	2470	9	9=>11	3830	16.0	7-9-11	3060	7.0	9=>11=>7	21720	48.0			10,11,2,9,5,7,(4,6,8)-1,3	(10,11),(2,9),(5,7),4,6,(1,8),3			7-8	1050.0	5.0
200634100405	ダ	右	1500	晴	良	16:30	アタックチャレンジ競		2006-10-4	8	旭川	2	(規定)		2	1070	7	2	350	8	6	140	2	5.0	100	1.0	2-6	1450	4	2=>6	6700	29.0	2-5-6	1930	2.0	2=>6=>5	17020	30.0	3,6,(1,8),(5,9),2,(7,10),12,11-4	3,6,(1,8),5,(2,9),(7,10),12,11-4	6,(3,8),5,9,(2,7,10,12),1,11,4	6,(5,8),(2,7,9,10,12),3,1,11,4			2-5	710.0	2.0
200634100406	ダ	右	1500	晴	良	17:00	D3　ー2組		2006-10-4	8	旭川	2	40万円以下	(規定)	2	130	1	2	100	2	7	310	7	3.0	100	1.0	2-7	1030	4	2=>7	1350	6.0	2-3-7	1000	4.0	2=>7=>3	5240	13.0	7,2,9,3,5,(1,4),8,6	7,2,9,3,5,(1,4,8)-6	(7,2),(9,5),(1,3,8),(4,6)	7,2,3,(9,5),(1,6),(4,8)			2-7	910.0	5.0
200634100407	ダ	右	1000	晴	良	17:30	D3　ー2組		2006-10-4	8	旭川	2	40万円以下	(規定)	3	160	1	3	100	1	7	220	5	1.0	110	2.0	3-7	2530	6	3=>7	2630	7.0	1-3-7	800	3.0	3=>7=>1	6570	17.0			7,3,5,8,(1,4,9,10,11),12,6-2	(3,7),5,1,4,8,(12,9,10),(6,11)-2			3-6	2340.0	8.0
200634100408	ダ	右	1000	晴	良	18:00	D2　ー4組		2006-10-4	8	旭川	2	60万円以下	(規定)	11	1100	3	11	320	4	8	220	2	12.0	1,260	8.0	8-11	890	2	11=>8	2960	10.0	8-11-12	2670	7.0	11=>8=>12	21210	58.0			11,8,(7,12,9),(1,4),3,6,10,(5,2)	11,8,(7,12,9),(1,4),6,3,(10,2),5			6-8	360.0	2.0
200634100409	ダ	右	1000	晴	良	18:35	アストレア特別 		2006-10-4	8	旭川	2	160万円以下	(規定)	7	150	1	7	110	1	9	240	6	6.0	130	2.0	7-9	850	3	7=>9	1030	3.0	6-7-9	930	2.0	7=>9=>6	3780	6.0			9,(1,8,7),2,6,5,4,3	9,(1,7),8,6,2,5,4,3			7-8	590.0	3.0
200634100410	ダ	右	1600	晴	良	19:10	ゼウス特別 		2006-10-4	8	旭川	2	160万円以下	(規定)	1	420	2	1	110	1	2	180	4	3.0	150	3.0	1-2	1360	6	1=>2	1920	6.0	1-2-3	1890	6.0	1=>2=>3	7980	22.0	2,1,5,8,(3,9),(6,10),11,(4,7)	2,1,5,(3,8),9,(6,10),11-(4,7)	2,1,5,(3,8,9),11,6,10-(4,7)	(2,1),(3,5),8,9,11,6,10,7,4			1-2	1320.0	6.0
200634100411	ダ	右	1600	晴	良	19:45	JAめむろメークイン 		2006-10-4	8	旭川	2	130万円以下	(規定)	2	770	5	2	210	2	1	280	6	12.0	280	7.0	1-2	1920	6	2=>1	3870	11.0	1-2-12	4250	11.0	2=>1=>12	30390	90.0	11,(2,8),(1,7,13),9,12,6-(5,10),(4,3)	11,8,(2,1,7,13),9,(12,6)-10,5,(4,3)	(11,8,7),(2,1),(12,9,13,6),10,3,4,5	(11,8,7),(2,12,1,6),9,(4,13,10),3,5			1-2	2210.0	11.0
200634100501	ダ	右	1000	晴	良	14:30	2歳　未勝利		2006-10-5	8	旭川	3	(規定)		6	140	1	6	140	1	10	220	4	4.0	360	7.0	6-10	780	3	6=>10	830	3.0	4-6-10	4120	13.0	6=>10=>4	10060	26.0			6,4,(11,12),(3,5,8,9,10),1,(2,7)	6,4,12,11,(3,5),(8,9,10),1,(2,7)			5-7	590.0	3.0
200634100502	ダ	右	1500	晴	良	15:00	2歳　未勝利		2006-10-5	8	旭川	3	(規定)		1	930	3	1	290	6	10	150	1	6.0	210	4.0	1-10	1830	7	1=>10	5060	15.0	1-6-10	10810	28.0	1=>10=>6	28710	89.0	6,9,(1,12),(2,3),(5,8),(4,11),7,10	6,9,(1,12),(2,3),(4,5,8),(7,11),10	6,9,(1,12),5,(10,8),2,(4,3,11),7	6,(1,9),(10,12),5,(2,4),(3,8),11,7			1-7	1400.0	6.0
200634100503	ダ	右	1000	晴	良	15:30	アタックチャレンジ競		2006-10-5	8	旭川	3	(規定)		5	170	1	5	120	1	1	120	2	9.0	310	6.0	1-5	320	1	5=>1	690	1.0	1-5-9	3620	14.0	5=>1=>9	9690	27.0			1,(3,5),6,2,(4,8,7,9)	(1,5),(2,3,6),(8,9),4,7			1-5	440.0	1.0
200634100504	ダ	右	1500	晴	良	16:00	アタックチャレンジ競		2006-10-5	8	旭川	3	(規定)		6	290	2	6	110	1	2	130	2	7.0	140	3.0	2-6	430	1	6=>2	650	1.0	2-6-7	590	1.0	6=>2=>7	1460	1.0	(7,11),9,(3,10),5,(2,6),4,8,1	7,11,(3,9),(5,10),6,2,4,1,8	6,7,11,(10,2),(3,1),9,5,4,8	6,7,2,10,1,3,11,8,(9,4,5)			2-6	400.0	1.0
200634100505	ダ	右	1000	晴	良	16:30	アタックチャレンジ競		2006-10-5	8	旭川	3	牝(規定)		9	1700	5	9	280	5	10	140	1	4.0	190	3.0	9-10	1740	6	9=>10	3680	14.0	4-9-10	2020	4.0	9=>10=>4	19640	69.0			(8,9),10,(7,4,5,6),(2,3),1	(8,9),10,(4,5,6),7,3,(2,1)			8-8	1090.0	7.0
200634100506	ダ	右	1000	晴	良	17:00	D3　ー3組		2006-10-5	8	旭川	3	40万円以下	(規定)	1	450	2	1	130	3	12	100	1	5.0	110	2.0	1-12	260	1	1=>12	710	2.0	1-5-12	450	1.0	1=>12=>5	2460	5.0			1,6,12,7,8,9,5,11,4,(2,3)-10	1,(6,12),7,(9,5,8),(4,11),3,2=10			1-8	290.0	1.0
200634100507	ダ	右	1000	晴	良	17:30	D2　ー2組		2006-10-5	8	旭川	3	60万円以下	(規定)	3	2350	8	3	400	6	11	240	2	6.0	290	4.0	3-11	2840	13	3=>11	4630	17.0	3-6-11	9000	33.0	3=>11=>6	61100	218.0			6,(11,12),3,(5,10),(4,7),9,1,8,2	6,(3,11,12),10,(5,7),4,9,8,(1,2)			3-8	1300.0	8.0
200634100508	ダ	右	1500	晴	良	18:05	D2　ー2組		2006-10-5	8	旭川	3	60万円以下	(規定)	1	250	1	1	120	2	2	160	4	5.0	110	1.0	1-2	680	3	1=>2	1140	4.0	1-2-5	660	2.0	1=>2=>5	3840	7.0	(1,2),3,12,5,6,10,(4,9,11),7,8	1,2,3,(5,12),6,10,4,(9,11),(7,8)	1,2,3,(5,12),10,9,4,(6,8),11,7	1,2,5,(3,12,10),4,(8,9),(6,11),7			1-2	800.0	3.0
200634100509	ダ	右	1600	晴	良	18:40	ふたご座特別 		2006-10-5	8	旭川	3	100万円以下	(規定)	9	1700	7	9	430	7	10	170	3	4.0	130	1.0	9-10	1630	6	9=>10	5860	22.0	4-9-10	2270	5.0	9=>10=>4	25110	53.0	1,6,8,10,9,14,7,5,13,(2,4,12),(3,11)	1,6,8,10,(9,14),7,5,13,4,(2,12),(3,11)	(1,6),(8,10),9,14,5,7,(13,4),(2,12),11,3	10,(1,6),(9,8),14,(7,5,4),13,(12,11),2,3			6-6	2140.0	10.0
200634100510	ダ	右	1600	晴	良	19:15	さまに地場産フェア特 		2006-10-5	8	旭川	3	160万円以下	(規定)	5	640	3	5	160	1	2	250	6	8.0	530	8.0	2-5	1870	7	5=>2	3270	9.0	2-5-8	12130	38.0	5=>2=>8	51930	215.0	10,(8,9,12),(6,11),(1,5),7,4,(2,3)	10,8,9,12,(6,1),11,(4,5),(2,7,3)	5,8,(10,3),12,(6,1,11),9,2,4,7	5,8,(10,3),(1,11),(6,12,2),9,4,7			2-5	1140.0	4.0
200634100511	ダ	右	1000	晴	良	19:55	タニノギムレット賞 		2006-10-5	8	旭川	3	(規定)		7	630	2	7	170	4	1	170	3	5.0	130	1.0	1-7	2370	12	7=>1	6250	26.0	1-5-7	1710	6.0	7=>1=>5	18980	64.0			(2,5),7,11,(1,6),8,(4,9),(3,10)	(5,7),2,1,11,6,4,8,9,3,10			1-6	2610.0	11.0
200634100512	ダ	右	1600	晴	良	20:35	Aiba浦河商店街特 		2006-10-5	8	旭川	3	100万円以下	(規定)	3	740	4	3	250	3	1	960	10	7.0	350	6.0	1-3	9610	26	3=>1	32530	72.0	1-3-7	26240	66.0	3=>1=>7	174840	475.0	(1,10),4,(6,9),11,3,2,(7,5,8)	1,10,4,(6,9),11,3,2,(7,5,8)	1,10,(11,8),(3,6),(9,2),5,7,4	1,3,10,(11,8),6,5,(9,2),7-4			1-3	18910.0	26.0
200634101001	ダ	右	1500	曇	重	10:30	2歳　未勝利		2006-10-10	8	旭川	4	(規定)		4	220	1	4	100	1	5	110	3	1.0	100	2.0	4-5	320	1	4=>5	590	1.0	1-4-5	320	1.0	4=>5=>1	1290	1.0	4,(2,5),(3,6),1,7,8	4,2,(3,5),6,1,7,8	(4,2),(5,1),3-8,6,7	4,2,(5,1),3-8-6,7					
200634101002	ダ	右	1000	曇	重	11:00	2歳　未勝利		2006-10-10	8	旭川	4	(規定)		8	510	3	8	160	3	12	330	4	9.0	140	2.0	8-12	2350	6	8=>12	3040	12.0	8-9-12	1020	3.0	8=>12=>9	7150	22.0			(9,12),8,5,10,(2,3,7),6,11,4,1	9,12,(5,8),(2,10),(3,7),(6,11),(4,1)			6-8	1980.0	7.0
200634101003	ダ	右	1000	晴	重	11:30	D3　ー4組		2006-10-10	8	旭川	4	40万円以下	(規定)	3	100	1	3	100	1	2	150	3	6.0	110	2.0	2-3	350	1	3=>2	440	2.0	2-3-6	330	1.0	3=>2=>6	930	2.0			(1,3),11,12,(5,6),(7,9),2,(4,10),8	(1,3),11,(5,6,12),2,7,9,4,10,8			2-3	360.0	2.0
200634101004	ダ	右	1000	晴	重	12:00	アタックチャレンジ競		2006-10-10	8	旭川	4	(規定)		10	480	2	10	210	4	5	190	3	7.0	270	5.0	5-10	1010	4	10=>5	1960	7.0	5-7-10	2800	9.0	10=>5=>7	12340	39.0			10,11,(7,12),(2,5),(3,9),8,(4,6),1	10,11,(7,12),5,(2,8),(4,3,6,9),1			5-7	700.0	3.0
200634101005	ダ	右	1500	晴	重	12:30	アタックチャレンジ競		2006-10-10	8	旭川	4	牝(規定)		11	890	5	11	300	5	7	200	4	1.0	190	2.0	7-11	2230	9	11=>7	4630	18.0	1-7-11	3040	11.0	11=>7=>1	29520	93.0	(8,11),10,7,9,4,2,3,1,12,5,6	(8,11)-10,7,(4,9),2,3,1,12,5,6	11,8=7,10,9,1,(3,6),4,2,(5,12)	11,8-7,(10,9),(3,1),(4,2),6,(5,12)			6-8	830.0	4.0
200634101006	ダ	右	1000	晴	重	13:05	フレッシュチャレンジ		2006-10-10	8	旭川	4	(規定)		4	390	2	4	140	2	5	100	1	2.0	250	6.0	4-5	270	1	4=>5	690	2.0	2-4-5	1080	4.0	4=>5=>2	3500	9.0			4,(7,3),(1,5)-2,6,8	4,(1,7,3,5),2-6,8					
200634101007	ダ	右	1000	晴	重	13:40	2歳　4		2006-10-10	8	旭川	4	100万円以下	(規定)	6	570	4	6	220	4	9	270	7	3.0	170	2.0	6-9	1930	11	6=>9	3420	18.0	3-6-9	2000	10.0	6=>9=>3	18510	84.0			3,(8,6,9),(2,10),4,7,5	3,9,6,(2,8),10,4,7,5			6-8	620.0	3.0
200634101008	ダ	右	1500	晴	重	14:15	D2　ー1組		2006-10-10	8	旭川	4	60万円以下	(規定)	8	2050	6	8	330	6	3	230	4	9.0	140	1.0	3-8	4140	13	8=>3	10160	27.0	3-8-9	1740	5.0	8=>3=>9	31240	87.0	(5,8),(10,11),12,9,3,(1,4),7,2	5,8,(10,11),9,12,3,(1,4),(2,7)	5,8,(9,11),10,(3,12),(1,4),7,2	(5,8),9,11,3,12,(10,1,4,7),2			3-6	2060.0	9.0
200634101009	ダ	右	1500	晴	重	14:50	ウィナーズチャレンジ 		2006-10-10	8	旭川	4	100万円以下	(規定)	6	340	2	6	100	1	3	270	4	7.0	300	5.0	3-6	1920	15	6=>3	3630	24.0	3-6-7	6850	22.0	6=>3=>7	24430	86.0	3,(1,4),5,7,(6,8),10,9	3,4,(1,5),7,(6,8),10,9	(3,4),(5,8),7,(1,6),(10,9)	3,4,(7,5),(8,6),1,9,10			3-6	2530.0	11.0
200634101010	ダ	右	1600	晴	重	15:25	エニフ特別 		2006-10-10	8	旭川	4	200万円以下	(規定)	1	350	1	1	110	1	3	180	3	5.0	360	7.0	1-3	1500	3	1=>3	2400	6.0	1-3-5	4160	12.0	1=>3=>5	24120	61.0	5,10,7,(1,9),(3,13),4,12,11,14,(2,8)-6	5,10,1,7,(4,3,9),13,(11,12),14,(2,8)=6	(5,1),(4,3,7),13,(2,10,14,9),11,12,8=6	(5,1),3,4,2,(7,14),(13,8),9,12,(10,11)-6			1-3	810.0	2.0
200634101011	ダ	右	1600	晴	重	16:05	がんばれホッカイドウ 		2006-10-10	8	旭川	4	400万円以下	(規定)	7	2200	6	7	400	6	8	100	1	6.0	230	3.0	7-8	1500	3	7=>8	11700	21.0	6-7-8	4690	12.0	7=>8=>6	51850	94.0	7,8,(1,6),(3,9),2,11,5,10	(7,8),(1,6),(3,2,9),11,5,10	789611152310	7,8,9,1,(6,11),(2,5),10,3			6-7	690.0	3.0
200634101101	ダ	右	1000	雨	不良	10:30	2歳　未勝利		2006-10-11	8	旭川	5	(規定)		12	220	1	12	110	1	8	150	3	3.0	550	6.0	8-12	390	1	12=>8	830	1.0	3-8-12	2860	6.0	12=>8=>3	10180	30.0			3,12,2,(4,10,11),(5,8),9,7-(1,6)	(3,12),2,(10,11),(5,4,8),(9,7)-(1,6)			6-8	280.0	1.0
200634101102	ダ	右	1500	雨	不良	11:00	2歳　未勝利		2006-10-11	8	旭川	5	(規定)		4	320	1	4	170	3	9	140	2	11.0	1,140	12.0	4-9	450	1	4=>9	790	2.0	4-9-11	8900	28.0	4=>9=>11	13430	37.0	4,11,9,(2,5),10,12,(1,8),7,3,6	4,11,(2,9),5,10,12,(1,8),(3,7,6)	(4,11),9,(2,12),10,(8,5),6,(1,3)-7	(4,11),(9,12),8,(2,10,6),(1,3),5=7			4-7	490.0	1.0
200634101103	ダ	右	1000	曇	不良	11:30	アタックチャレンジ競		2006-10-11	8	旭川	5	(規定)		1	1010	4	1	300	3	8	460	7	5.0	300	3.0	1-8	13880	36	1=>8	14940	41.0	1-5-8	41970	91.0	1=>8=>5	261670	499.0			1,(4,11),(3,12),10,8,(7,5),6,2,9	1,(4,11),3,12,(5,10),(7,8),9,2,6			1-6	3260.0	14.0
200634101104	ダ	右	1000	曇	不良	12:00	アタックチャレンジ競		2006-10-11	8	旭川	5	(規定)		2	200	1	2	120	1	7	300	6	4.0	130	2.0	2-7	1130	5	2=>7	2310	8.0	2-4-7	2190	8.0	2=>7=>4	8700	25.0			(2,7),(4,6),5,(9,11,12),3,8,10,1	(2,7),4,6,5,(3,12),(9,11),8,10,1			2-6	1130.0	4.0
200634101105	ダ	右	1000	曇	不良	12:30	フレッシュチャレンジ		2006-10-11	8	旭川	5	(規定)		5	900	4	5	190	5	2	170	3	1.0	100	1.0	2-5	2440	8	5=>2	9530	23.0	1-2-5	1010	4.0	5=>2=>1	16300	49.0			5,2,(3,7),(6,1),4,8	5,2,(3,1),6,7,4,8					
200634101106	ダ	右	1500	曇	不良	13:00	アタックチャレンジ競		2006-10-11	8	旭川	5	(規定)		4	570	2	4	130	2	3	170	3	9.0	100	1.0	3-4	2650	9	4=>3	5150	15.0	3-4-9	980	3.0	4=>3=>9	11460	26.0	(6,7),9,(10,12),3,5,1,8,(4,11),2	6,(7,9),(3,10,12),(1,5),8,(4,11),2	(6,7,9),3,(10,12),(5,8),1,4,11-2	(6,9),3,(10,7,12,8,4),5,1,11,2			3-4	2140.0	7.0
200634101107	ダ	右	1000	曇	不良	13:30	D2　ー1組		2006-10-11	8	旭川	5	60万円以下	(規定)	8	190	1	8	110	1	12	130	2	11.0	140	3.0	8-12	340	1	8=>12	660	1.0	8-11-12	900	1.0	8=>12=>11	2590	1.0			8,12,1,(7,11),3,(5,6,10),4,2,9	8,12,1,11,7,(3,5),6,(2,10),4,9			6-8	220.0	1.0
200634101108	ダ	右	1500	曇	不良	14:00	D1　ー4組		2006-10-11	8	旭川	5	80万円以下	(規定)	8	480	3	8	240	4	7	180	2	5.0	310	5.0	7-8	870	3	8=>7	1910	6.0	5-7-8	2200	7.0	8=>7=>5	14360	43.0	(2,4),9,3,8,12,7,5,6,1,11,10	2,4,(3,9)-(7,8),12,5,6,1,11,10	2,4,3,(7,8),(5,9),12,6,(1,11),10	2,(3,4,7,8),5,(9,12),(6,1),11,10			6-6	1080.0	4.0
200634101109	ダ	右	1600	曇	不良	14:35	いて座特別 		2006-10-11	8	旭川	5	80万円以下	(規定)	10	1560	6	10	430	6	3	560	7	2.0	210	4.0	3-10	13420	30	10=>3	33430	70.0	2-3-10	59630	100.0	10=>3=>2	236820	420.0	10,3,5,11,(1,6),8,2,9,7,4	10,3,5,(1,6,11),8,2,9,7,4	10,3,5,6,(1,2,9,11),8,7,4	10,3,(6,5),(1,2,9),(11,8),7,4			3-8	5720.0	14.0
200634101110	ダ	右	1600	曇	不良	15:10	ウィナーズチャレンジ 		2006-10-11	8	旭川	5	(規定)		3	380	2	3	140	3	6	130	2	12.0	110	1.0	3-6	1470	5	3=>6	3220	12.0	3-6-12	1580	3.0	3=>6=>12	10530	20.0	3,6,(2,10),5,(1,12),14,(4,13),8,11,(9,7)	3,6,(2,10),(1,5,12),(4,13,14),(8,11),(9,7)	3,(2,6),(10,12),5,(1,11,14,9),13,4,(8,7)	3,(6,12),(2,10),(1,5,11,14,9),13,4,7,8			3-4	1490.0	8.0
200634101111	ダ	右	1000	曇	不良	15:50	道営スプリント〔H2	G	2006-10-11	8	旭川	5	(別定)		9	170	1	9	110	1	3	230	5	6.0	170	3.0	3-9	1480	5	9=>3	1540	5.0	3-6-9	960	2.0	9=>3=>6	3990	9.0			(6,10),(9,11),(1,5),12,8,4,2,7,3	(6,10),(5,9,11),12,4,(1,8),(2,7),3			3-7	1460.0	5.0
200634101112	ダ	右	1600	雨	不良	16:25	カシオペア特別 		2006-10-11	8	旭川	5	600万円以下	(別定)	3	160	1	3	120	1	7	260	6	5.0	170	3.0	3-7	1480	6	3=>7	1920	9.0	3-5-7	1780	7.0	3=>7=>5	8540	27.0	(3,8),(5,9),6,(2,7),1,11,10	3,8,(5,9),6,(2,7),1,11,10	(3,8),5,9,(7,6),2,1,11,10	3,8,5,7,9,(2,6),(10,11,1)			3-6	720.0	4.0
200634101201	ダ	右	1000	曇	重	10:30	2歳　未勝利		2006-10-12	8	旭川	6	(規定)		5	180	1	5	100	1	6	100	2	7.0	190	3.0	5-6	350	1	5=>6	550	1.0	5-6-7	630	1.0	5=>6=>7	1290	1.0			(5,7,12),6,3,1,9,(4,10),11,8	(5,7),(6,12),(1,3),(4,9),(11,10),8			5-5	410.0	3.0
200634101202	ダ	右	1000	曇	重	11:00	アタックチャレンジ競		2006-10-12	8	旭川	6	(規定)		7	170	1	7	130	1	3	150	2	6.0	340	9.0	3-7	510	1	7=>3	960	2.0	3-6-7	2190	8.0	7=>3=>6	7450	19.0			(6,7),(5,9),(11,12),(8,10),2,(1,3)-4	(6,7),5,9,12,11,(8,10),2,3,1-4			3-6	620.0	2.0
200634101203	ダ	右	1000	曇	重	11:30	アタックチャレンジ競		2006-10-12	8	旭川	6	(規定)		10	350	2	10	150	4	8	140	2	11.0	100	1.0	8-10	2320	8	10=>8	6790	18.0	8-10-11	970	3.0	10=>8=>11	16320	48.0			(5,10,11),1,(3,4,8,12),(2,7),9,6	(10,11),(5,8),(1,3,4),12,(2,7),9,6			6-7	1840.0	8.0
200634101204	ダ	右	1500	曇	重	12:00	アタックチャレンジ競		2006-10-12	8	旭川	6	(規定)		9	4430	11	9	360	6	7	180	1	1.0	390	8.0	7-9	5050	16	9=>7	27790	76.0	1-7-9	14520	47.0	9=>7=>1	180820	443.0	(2,9),7,8,3,(1,10,11),(5,12),(4,6)	2,9,(8,7),3,1,(10,11,12),5,(4,6)	(2,9,7),8,(3,1),(11,12),10-(5,6),4	(9,7),8,(2,3,1),11,12,10,6,(5,4)			6-7	1880.0	8.0
200634101205	ダ	右	1000	曇	重	12:30	フレッシュチャレンジ		2006-10-12	8	旭川	6	(規定)		2	150	1	2	120	1	5	340	5				2-5	1480	6	2=>5	1650	6.0	2-4-5	4470	15.0	2=>5=>4	19330	54.0			2,(6,5),3,7,4,1	2563741					
200634101206	ダ	右	1000	曇	重	13:00	D1　ー4組		2006-10-12	8	旭川	6	80万円以下	(規定)	6	140	1	6	100	2	7	160	4	2.0	100	1.0	6-7	1090	4	6=>7	1550	6.0	2-6-7	840	4.0	6=>7=>2	3720	11.0			2,6,(3,7),(8,9)-4-1,5	2,6,(3,7),9,8,4-5,1			6-7	1030.0	4.0
200634101207	ダ	右	1000	曇	重	13:30	D1　ー3組		2006-10-12	8	旭川	6	80万円以下	(規定)	5	350	3	5	100	1	7	120	4	1.0	110	2.0	5-7	410	1	5=>7	880	2.0	1-5-7	300	1.0	5=>7=>1	1750	5.0			(5,7),9,1,4,(2,8)-6,3	(5,7),9,1-4,(2,8),(6,3)			5-7	530.0	3.0
200634101208	ダ	右	1500	晴	重	14:00	ほうおう座特別 		2006-10-12	8	旭川	6	80万円以下	(規定)	11	780	2	11	240	3	6	130	1	7.0	1,070	10.0	6-11	1680	6	11=>6	4930	16.0	6-7-11	15650	47.0	11=>6=>7	109640	266.0	1,(2,8),3,(9,10),(6,7,12),5,(4,11)	1,(2,8),3,(9,10),(6,7,12),5,11,4	(1,2),8,(3,9,10),(12,11),(6,7),5,4	(1,2,8,10,11),(3,9,7,12),6,5,4			5-8	420.0	1.0
200634101209	ダ	右	1500	晴	重	14:35	うお座特別 		2006-10-12	8	旭川	6	80万円以下	(規定)	6	250	1	6	130	1	4	230	5	1.0	160	3.0	4-6	1040	3	6=>4	1950	7.0	1-4-6	1830	4.0	6=>4=>1	10700	26.0	9,6,7,(1,2),(4,5),8,3,10,11	9,6,(1,2,7),(4,5),8,(3,10,11)	(9,6),7,(1,2,5),8,4,(10,11),3	(9,6),(1,2,7),(4,5,8),(10,11),3			4-6	1210.0	6.0
200634101210	ダ	右	1600	晴	重	15:10	天の川特別 		2006-10-12	8	旭川	6	800万円以下	(別定)	5	260	1	5	130	1	7	280	6	2.0	150	3.0	5-7	3110	13	5=>7	5670	21.0	2-5-7	3050	11.0	5=>7=>2	28170	87.0	10,3,5,1,2,(6,7),8,9	10,3,5,1,2,(6,7),(8,9)	10,3,5,(1,2),7,9,8,6	10,(3,5),2,(1,7)-(9,8)-6			5-7	860.0	5.0
200634101211	ダ	右	1600	晴	重	15:50	エーデルワイス賞	G3	2006-10-12	8	旭川	6	牝(馬齢)		4	1060	7	4	310	6	1	480	9	11	160	1	1-4	10810	35	4=>1	21830	66	1-4-11	12670	49	4=>1=>11	121810	378	9,11,6,4,5,(1,8),7,(2,10),3,12,13	9,11,(4,6),5,8,(1,7,10),2,(3,12),13	9,(11,6),8,(4,5),(1,10),(7,3),2,13,12	(9,11),6,4,(2,5,8),(1,3),(7,10,13)-12			1-4	7550	27
