	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201247101010	ダ	右	1600	曇	良	16:10	近代競馬150周年記		2012-10-10	11	笠松	2			3.0	140.0	1.0	3.0	110	1.0	6.0	250	5.0	5.0	190	4.0	3-6	1490.0	6.0	3-6	640.0	4.0				3=>6	2210.0	7.0	3-5-6	2610.0	7.0	3=>6=>5	9580.0	25.0		5673410182.0	5674310182.0	5637410821.0			3-6	890	9.0	3-5	310	4.0	5-6	1,760	13.0
201247101101	ダ	右	800	晴	良	11:00	サラ系2歳4組		2012-10-11	11	笠松	3			8.0	200.0	2.0	8.0	150	2.0	5.0	120	1.0	9.0	290	7.0	5-8	180.0	1.0	5-8	180.0	1.0				8=>5	340.0	1.0	5-8-9	2220.0	6.0	8=>5=>9	6620.0	20.0				859376412.0			5-8	130	1.0	8-9	1,070	16.0	5-9	1,120	17.0
201247101102	ダ	右	1400	晴	良	11:30	サラ系2歳3組		2012-10-11	11	笠松	3			9.0	180.0	1.0	9.0	110	1.0	4.0	190	4.0	1.0	120	2.0	4-8	1110.0	4.0	4-9	1280.0	5.0				9=>4	1740.0	7.0	1-4-9	670.0	2.0	9=>4=>1	4610.0	15.0		497235168.0	497325186.0	497312568.0			4-9	240	3.0	1-9	130	1.0	1-4	380	6.0
201247101103	ダ	右	1400	晴	良	12:00	サラ系C7組		2012-10-11	11	笠松	3			1.0	230.0	1.0	1.0	190	3.0	10.0	200	4.0	5.0	520	6.0	1-8	480.0	3.0	1-10	630.0	2.0				1=>10	460.0	2.0	1-5-10	7090.0	19.0	1=>10=>5	15470.0	46.0		51018349672	51016983472	5,10,1,3,8,6,4,9,7-2			1-10	390	3.0	1-5	1,600	16.0	5-10	1,200	14.0
201247101104	ダ	右	1400	晴	良	12:30	サラ系C6組		2012-10-11	11	笠松	3			10.0	400.0	2.0	10.0	170	4.0	4.0	110	1.0	5.0	390	6.0	4-8	230.0	1.0	4-10	320.0	1.0				10=>4	810.0	3.0	4-5-10	690.0	2.0	10=>4=>5	4280.0	13.0		81054637921.0	81054637291.0	81054637219.0			4-10	120	1.0	5-10	520	8.0	4-5	260	3.0
201247101105	ダ	右	1400	晴	良	13:00	サラ系2歳2組特選		2012-10-11	11	笠松	3			7.0	400.0	3.0	7.0	150	3.0	2.0	130	2.0	1.0	270	6.0	2-7	390.0	2.0	2-7	420.0	2.0				7=>2	1350.0	6.0	1-2-7	1140.0	4.0	7=>2=>1	10320.0	40.0		237198456	273195846	2,7,1,9,3,8,5,4-6			2-7	240	2.0	1-7	640	10.0	1-2	590	9.0
201247101106	ダ	右	1400	晴	良	13:30	サラ系C5組		2012-10-11	11	笠松	3			4.0	740.0	3.0	4.0	380	2.0	9.0	430	3.0	5.0	830	6.0	4-8	3180.0	9.0	4-9	3650.0	10.0				4=>9	3870.0	15.0	4-5-9	7590.0	17.0	4=>9=>5	42310.0	79.0		94165782310.0	94175862310.0	94178562310.0			4-9	530	6.0	4-5	840	8.0	5-9	1,480	14.0
201247101107	ダ	右	1400	晴	良	14:00	サラ系2歳1組特別 		2012-10-11	11	笠松	3			9.0	120.0	1.0	9.0	110	2.0	8.0	350	4.0	1.0	300	3.0	7-8	270.0	1.0	8-9	500.0	3.0				9=>8	450.0	2.0	1-8-9	620.0	2.0	9=>8=>1	2390.0	3.0		19376482105.0	19763841025.0	19736841025.0			8-9	180	2.0	1-9	160	1.0	1-8	1,340	19.0
201247101108	ダ	右	1400	晴	良	14:30	サラ系C4組		2012-10-11	11	笠松	3			4.0	630.0	4.0	4.0	100	3.0	1.0	100	1.0	2.0	100	2.0	1-4	2510.0	10.0	1-4	1580.0	4.0				4=>1	3240.0	11.0	1-2-4	460.0	1.0	4=>1=>2	5510.0	18.0		28110693547.0	28106159347.0	82106153947.0			1-4	450	5.0	2-4	220	3.0	1-2	180	1.0
201247101109	ダ	右	1400	晴	良	15:05	サラ系B4・C3組		2012-10-11	11	笠松	3			7.0	1010.0	5.0	7.0	290	6.0	3.0	140	1.0	6.0	310	7.0	3-7	530.0	3.0	3-7	1060.0	6.0				7=>3	5070.0	17.0	3-6-7	3630.0	13.0	7=>3=>6	45220.0	115.0		57931082164.0	75983241610.0	79532486110.0			3-7	580	7.0	6-7	2,580	28.0	3-6	450	5.0
201247101110	ダ	右	1600	晴	良	15:40	サラ系C2組特選		2012-10-11	11	笠松	3			4.0	450.0	3.0	4.0	210	4.0	7.0	360	7.0	1.0	180	2.0	4-7	5380.0	17.0	4-7	5170.0	15.0				4=>7	10570.0	31.0	1-4-7	3260.0	12.0	4=>7=>1	49740.0	131.0		36811047925.0	36810419752.0	36811049752.0			4-7	2,860	20.0	1-4	480	3.0	1-7	1,650	14.0
201247101201	ダ	右	1400	晴	良	11:00	サラ系3歳5組		2012-10-12	11	笠松	4			4.0	220.0	2.0	4.0	100	1.0	10.0	170	5.0	2.0	100	2.0	4-8	2260.0	6.0	4-10	1960.0	5.0				4=>10	2030.0	5.0	2-4-10	410.0	2.0	4=>10=>2	4860.0	15.0		24106859137	4,2,10,6,8,5,1,3-7,9	4,2,10,6,5,8,1,3=7,9			4-10	360	6.0	2-4	110	1.0	2-10	270	4.0
201247101202	ダ	右	1400	晴	良	11:30	サラ系3歳4組		2012-10-12	11	笠松	4			4.0	110.0	1.0	4.0	100	1.0	8.0	100	2.0	5.0	210	5.0	4-7	160.0	1.0	4-8	140.0	1.0				4=>8	210.0	1.0	4-5-8	990.0	5.0	4=>8=>5	2140.0	7.0		81026495713	8,10,6,2,4,9,5,7-1,3	8,10,4,6,2,5,7,9-3,1			4-8	130	1.0	4-5	450	8.0	5-8	570	10.0
201247101203	ダ	右	1400	晴	良	12:00	サラ系3歳3組		2012-10-12	11	笠松	4			1.0	340.0	3.0	1.0	180	3.0	7.0	280	6.0	5.0	140	2.0	1-7	1460.0	7.0	1-7	1940.0	8.0				1=>7	4190.0	16.0	1-5-7	2420.0	9.0	1=>7=>5	20150.0	66.0		10127938654.0	10127958634.0	11025763948.0			1-7	550	6.0	1-5	260	2.0	5-7	610	10.0
201247101204	ダ	右	1400	晴	良	12:30	サラ系C13・16組		2012-10-12	11	笠松	4			6.0	110.0	1.0	6.0	100	1.0	8.0	100	2.0	3.0	100	3.0	6-7	170.0	1.0	6-8	440.0	3.0				6=>8	430.0	3.0	3-6-8	440.0	2.0	6=>8=>3	1170.0	5.0		68210374951.0	68102347951.0	68310427915.0			6-8	130	1.0	3-6	160	2.0	3-8	350	6.0
201247101205	ダ	右	1400	晴	良	13:00	笠松オーナーズホース		2012-10-12	11	笠松	4			4.0	800.0	6.0	4.0	230	4.0	6.0	320	5.0	7.0	350	7.0	4-6	3550.0	12.0	4-6	3200.0	16.0				4=>6	6710.0	33.0	4-6-7	5310.0	23.0	4=>6=>7	29750.0	124.0		24817109365.0	24871106935.0	24718691035.0			4-6	610	8.0	4-7	890	14.0	6-7	950	15.0
201247101206	ダ	右	1600	晴	良	13:30	サラ系C11組		2012-10-12	11	笠松	4			10.0	410.0	3.0	10.0	130	2.0	7.0	450	5.0	4.0	120	1.0	7-8	570.0	4.0	7-10	1240.0	7.0				10=>7	1680.0	8.0	4-7-10	580.0	3.0	10=>7=>4	2940.0	10.0		7,10,4,2,8,9,3,6,1=5	7,10,4,2,8,3,9,6,1=5	7,10,4,2,3,8,6,9,1=5			7-10	1,380	14.0	4-10	250	2.0	4-7	730	9.0
201247101207	ダ	右	1400	晴	良	14:00	サラ系C12組		2012-10-12	11	笠松	4			8.0	650.0	3.0	8.0	180	4.0	2.0	120	2.0	7.0	120	1.0	2-7	300.0	1.0	2-8	1880.0	8.0				8=>2	4820.0	22.0	2-7-8	970.0	2.0	8=>2=>7	11570.0	38.0		48296571103.0	48926751310.0	84269751310.0			2-8	410	6.0	7-8	350	5.0	2-7	140	1.0
201247101208	ダ	右	1600	晴	良	14:30	サラ系C15組特選		2012-10-12	11	笠松	4			2.0	340.0	1.0	2.0	130	1.0	1.0	150	3.0	4.0	190	5.0	1-2	800.0	4.0	1-2	620.0	2.0				2=>1	1190.0	2.0	1-2-4	1560.0	11.0	2=>1=>4	6840.0	22.0		26854931107.0	26849171053.0	26498110735.0			1-2	220	1.0	2-4	310	3.0	1-4	380	5.0
201247101209	ダ	右	1400	晴	良	15:05	竜神特別 		2012-10-12	11	笠松	4			7.0	190.0	1.0	7.0	120	1.0	9.0	130	2.0	6.0	270	6.0	7-8	460.0	1.0	7-9	680.0	3.0				7=>9	990.0	3.0	6-7-9	780.0	2.0	7=>9=>6	2460.0	4.0		79638410521.0	79634810512.0	79634810512.0			7-9	260	3.0	6-7	240	2.0	6-9	830	12.0
201247101210	ダ	右	1600	晴	良	15:40	絵馬特別 		2012-10-12	11	笠松	4			6.0	100.0	1.0	6.0	100	1.0	1.0	140	2.0							1-6	240.0	1.0				6=>1	330.0	1.0	1-2-6	620.0	4.0	6=>1=>2	1340.0	7.0		2673514.0	2675314.0	6275134.0			1-6	160	1.0	2-6	260	5.0	1-2	630	8.0
201247102201	ダ	右	1400	晴	良	11:00	サラ系3歳9組		2012-10-22	12	笠松	1			2.0	360.0	2.0	2.0	100	2.0	3.0	100	1.0	6.0	130	3.0	2-3	120.0	1.0	2-3	110.0	1.0				2=>3	420.0	2.0	2-3-6	340.0	2.0	2=>3=>6	1100.0	4.0		25610839714.0	26510839714.0	26359871041.0			2-3	100	1.0	2-6	220	4.0	3-6	170	2.0
201247102202	ダ	右	1400	晴	良	11:35	サラ系3歳8組		2012-10-22	12	笠松	1			7.0	270.0	2.0	7.0	100	1.0	8.0	100	2.0	10.0	150	4.0	7-7	140.0	1.0	7-8	140.0	1.0				7=>8	420.0	2.0	7-8-10	190.0	1.0	7=>8=>10	740.0	2.0		82101756943.0	81071256943.0	78101256943.0			7-8	110	1.0	7-10	130	3.0	8-10	120	2.0
201247102203	ダ	右	1400	晴	良	12:10	サラ系3歳7組		2012-10-22	12	笠松	1			9.0	880.0	5.0	9.0	170	2.0	7.0	180	4.0	3.0	630	8.0	7-8	360.0	3.0	7-9	980.0	6.0				9=>7	2860.0	11.0	3-7-9	11240.0	28.0	9=>7=>3	55450.0	127.0		29371086154.0	29731086145.0	29731068145.0			7-9	730	9.0	3-9	2,440	20.0	3-7	2,780	23.0
201247102204	ダ	右	1400	晴	良	12:45	サラ系3歳6組		2012-10-22	12	笠松	1			1.0	330.0	3.0	1.0	120	3.0	7.0	100	1.0	2.0	240	5.0	1-7	310.0	2.0	1-7	300.0	2.0				1=>7	1120.0	5.0	1-2-7	920.0	3.0	1=>7=>2	6150.0	16.0		57911083426.0	57198103246.0	57198103246.0			1-7	150	2.0	1-2	590	6.0	2-7	370	4.0
201247102205	ダ	右	1400	晴	良	13:20	武・美樹結婚記念杯		2012-10-22	12	笠松	1			10.0	360.0	2.0	10.0	140	2.0	8.0	340	6.0	3.0	190	3.0	7-8	1030.0	6.0	8-10	3480.0	12.0				10=>8	7360.0	21.0	3-8-10	6190.0	21.0	10=>8=>3	44900.0	109.0		81032547916.0	81035247916.0	81035427916.0			8-10	880	13.0	3-10	310	3.0	3-8	620	9.0
201247102206	ダ	右	1400	晴	良	13:55	加藤夫妻結婚一周年お		2012-10-22	12	笠松	1			7.0	1430.0	6.0	7.0	260	5.0	8.0	150	2.0	4.0	400	7.0	7-7	1470.0	7.0	7-8	1540.0	5.0				7=>8	2850.0	7.0	4-7-8	4380.0	15.0	7=>8=>4	25800.0	78.0		4,8,10,2,3,7,5,6,1=9	4,8,10,7,3,6,5,2,1=9	4873106512			7-8	510	3.0	4-7	2,210	24.0	4-8	890	11.0
201247102401	ダ	右	1400	晴	稍重	11:00	サラ系3歳5組		2012-10-24	12	笠松	2			8.0	1410.0	6.0	8.0	400	6.0	10.0	250	3.0	9.0	310	5.0	7-8	390.0	2.0	8-10	3740.0	15.0				8=>10	8780.0	29.0	8-9-10	4620.0	18.0	8=>10=>9	39630.0	114.0		57104689132	57106489123	5,7,10,6,4,8,9,1=2,3			8-10	1,300	15.0	8-9	1,510	17.0	9-10	1,030	11.0
201247102402	ダ	右	1400	晴	稍重	11:30	サラ系3歳4組		2012-10-24	12	笠松	2			4.0	460.0	2.0	4.0	100	2.0	10.0	100	1.0	3.0	110	3.0	4-8	120.0	1.0	4-10	120.0	1.0				4=>10	690.0	2.0	3-4-10	260.0	1.0	4=>10=>3	2270.0	7.0		41035691728	41053967128	4,10,5,3,6,9,7,2,1-8			4-10	110	1.0	3-4	250	3.0	3-10	160	2.0
201247102501	ダ	右	1400	晴	良	11:00	サラ系3歳13組		2012-10-25	12	笠松	3			4.0	190.0	1.0	4.0	100	1.0	9.0	180	4.0	8.0	240	5.0	4-8	500.0	3.0	4-9	490.0	3.0				4=>9	710.0	3.0	4-8-9	860.0	4.0	4=>9=>8	2480.0	9.0		28947103516	28947315106	2,8,9,4,7,3,1,5,10-6			4-9	230	2.0	4-8	230	3.0	8-9	730	8.0
201247102502	ダ	右	1400	晴	良	11:30	サラ系3歳12組		2012-10-25	12	笠松	3			2.0	110.0	1.0	2.0	110	1.0	4.0	180	5.0	7.0	120	2.0	2-4	480.0	2.0	2-4	490.0	2.0				2=>4	780.0	3.0	2-4-7	280.0	1.0	2=>4=>7	1350.0	3.0		23574108169.0	23547108169.0	24537811096.0			2-4	230	3.0	2-7	110	1.0	4-7	240	4.0
201247102503	ダ	右	1400	晴	良	12:00	サラ系3歳11組		2012-10-25	12	笠松	3			2.0	650.0	3.0	2.0	120	2.0	9.0	130	3.0	10.0	100	1.0	2-8	680.0	4.0	2-9	2760.0	8.0				2=>9	4510.0	12.0	2-9-10	620.0	2.0	2=>9=>10	13100.0	41.0		21038917546	2,10,9,8,3,1,7,4,5-6	2,9,10,8,1,3,4,7-5=6			2-9	400	5.0	2-10	320	3.0	9-10	220	2.0
201247102504	ダ	右	1400	晴	良	12:30	サラ系3歳10組		2012-10-25	12	笠松	3			10.0	320.0	2.0	10.0	100	2.0	2.0	100	1.0	8.0	170	4.0	2-8	120.0	1.0	2-10	110.0	1.0				10=>2	430.0	2.0	2-8-10	330.0	2.0	10=>2=>8	1350.0	7.0		51026794813.0	51026798413.0	51026798431.0			2-10	110	1.0	8-10	370	5.0	2-8	280	4.0
201247102505	ダ	右	1400	晴	良	13:00	サラ系C7組		2012-10-25	12	笠松	3			2.0	1030.0	4.0	2.0	200	5.0	6.0	110	1.0	4.0	120	2.0	2-6	690.0	4.0	2-6	560.0	3.0				2=>6	3810.0	8.0	2-4-6	1130.0	4.0	2=>6=>4	14610.0	38.0		69210457813.0	69102457183.0	62951047183.0			2-6	330	5.0	2-4	650	8.0	4-6	180	2.0
201247102506	ダ	右	1400	晴	良	13:30	サラ系C6組		2012-10-25	12	笠松	3			1.0	220.0	1.0	1.0	150	2.0	2.0	940	8.0	8.0	190	5.0	1-2	9090.0	13.0	1-2	13450.0	22.0				1=>2	18820.0	33.0	1-2-8	17530.0	31.0	1=>2=>8	120220.0	191.0		97811052436.0	97812105463.0	82910175463.0			1-2	2,600	23.0	1-8	250	2.0	2-8	4,170	27.0
201247102507	ダ	右	1600	晴	良	14:00	サラ系C4組		2012-10-25	12	笠松	3			8.0	400.0	3.0	8.0	140	2.0	3.0	380	6.0	5.0	150	3.0	3-7	9250.0	18.0	3-8	8870.0	22.0				8=>3	19950.0	35.0	3-5-8	3200.0	10.0	8=>3=>5	60260.0	128.0		15483106297.0	15831046297.0	15834610297.0			3-8	1,810	16.0	5-8	200	2.0	3-5	1,770	15.0
201247102508	ダ	右	1400	晴	良	14:30	サラ系C5組		2012-10-25	12	笠松	3			7.0	400.0	2.0	7.0	200	3.0	2.0	160	2.0	1.0	360	6.0	2-7	400.0	1.0	2-7	360.0	1.0				7=>2	870.0	2.0	1-2-7	2400.0	11.0	7=>2=>1	6400.0	22.0		781925364	789152643	7,(1,8,9,5),2,4,6,3			2-7	170	1.0	1-7	880	13.0	1-2	390	6.0
201247102509	ダ	右	1400	晴	良	15:05	サラ系B5・C3組		2012-10-25	12	笠松	3			2.0	340.0	2.0	2.0	250	4.0	7.0	410	7.0	9.0	390	6.0	2-7	1990.0	9.0	2-7	5150.0	19.0				2=>7	8420.0	29.0	2-7-9	9460.0	34.0	2=>7=>9	56540.0	186.0		47529610813.0	74529681031.0	74298561031.0			2-7	1,310	13.0	2-9	1,250	11.0	7-9	1,390	15.0
201247102601	ダ	右	800	晴	良	11:00	サラ系2歳4組牝馬		2012-10-26	12	笠松	4	牝		5.0	380.0	2.0	5.0	100	2.0	9.0	140	3.0	8.0	100	1.0	5-8	230.0	1.0	5-9	2830.0	8.0				5=>9	4640.0	12.0	5-8-9	510.0	2.0	5=>9=>8	8140.0	28.0				589231647.0			5-9	550	8.0	5-8	140	1.0	8-9	230	3.0
201247102602	ダ	右	1400	晴	良	11:30	サラ系2歳3組		2012-10-26	12	笠松	4			9.0	260.0	1.0	9.0	130	2.0	5.0	220	3.0	7.0	230	4.0	5-8	1040.0	4.0	5-9	1040.0	3.0				9=>5	2060.0	7.0	5-7-9	1090.0	1.0	9=>5=>7	5980.0	8.0		379265814.0	379526814.0	795361284.0			5-9	250	1.0	7-9	320	3.0	5-7	330	4.0
201247102603	ダ	右	1400	晴	良	12:00	サラ系2歳2組		2012-10-26	12	笠松	4			3.0	250.0	2.0	3.0	130	2.0	7.0	110	1.0	1.0	390	7.0	3-7	260.0	1.0	3-7	290.0	1.0				3=>7	790.0	3.0	1-3-7	900.0	4.0	3=>7=>1	5170.0	19.0		398247156	3,9,8,7,2,4,1,5=6	3,9,7,8,4,2,1,5=6			3-7	150	1.0	1-3	810	12.0	1-7	620	9.0
201247102604	ダ	右	1400	晴	良	12:30	サラ系C16組		2012-10-26	12	笠松	4			7.0	1520.0	5.0	7.0	260	4.0	5.0	120	2.0	8.0	180	3.0	5-7	1720.0	6.0	5-7	1870.0	8.0				7=>5	5840.0	19.0	5-7-8	1890.0	8.0	7=>5=>8	29100.0	76.0		243598671	2,5,9,3,8,7,4,6-1	5,7,9,2,8,3,6,4-1			5-7	440	5.0	7-8	2,310	24.0	5-8	330	3.0
201247102605	ダ	右	1400	晴	良	13:00	サラ系C12・15組		2012-10-26	12	笠松	4			6.0	220.0	1.0	6.0	210	3.0	8.0	290	6.0	5.0	110	1.0	6-8	840.0	3.0	6-8	1260.0	3.0				6=>8	2140.0	6.0	5-6-8	710.0	1.0	6=>8=>5	4800.0	13.0		681592473	6,8,1,5,9,2,4=3,7	6,8,5,1,2,9,4=7,3			6-8	250	2.0	5-6	150	1.0	5-8	270	4.0
201247102606	ダ	右	1400	晴	良	13:30	サラ系2歳1組特選		2012-10-26	12	笠松	4			8.0	200.0	1.0	8.0	100	1.0	10.0	140	3.0	9.0	280	6.0	7-8	260.0	1.0	8-10	340.0	1.0				8=>10	500.0	1.0	8-9-10	2270.0	6.0	8=>10=>9	5800.0	15.0		10893462751.0	10893264571.0	10839462751.0			8-10	150	1.0	8-9	1,420	17.0	9-10	1,090	15.0
201247102607	ダ	右	1400	晴	良	14:00	サラ系C14組特選		2012-10-26	12	笠松	4			3.0	110.0	1.0	3.0	110	1.0	1.0	700	8.0	9.0	140	3.0	1-3	2820.0	8.0	1-3	5240.0	9.0				3=>1	2970.0	8.0	1-3-9	2990.0	9.0	3=>1=>9	13150.0	30.0		351629784.0	351692784.0	351698274.0			1-3	950	12.0	3-9	130	1.0	1-9	2,000	21.0
201247102608	ダ	右	1600	晴	良	14:30	一文字菊特別 		2012-10-26	12	笠松	4			1.0	700.0	5.0	1.0	330	6.0	9.0	120	2.0	2.0	190	3.0	1-8	920.0	4.0	1-9	800.0	4.0				1=>9	1780.0	8.0	1-2-9	1460.0	7.0	1=>9=>2	7880.0	28.0		192674538.0	192675438.0	192756438.0			1-9	420	7.0	1-2	410	6.0	2-9	300	3.0
201247102609	ダ	右	1600	晴	良	15:05	美濃菊特別 		2012-10-26	12	笠松	4			2.0	110.0	1.0	2.0	100	2.0	3.0	110	3.0	5.0	100	1.0	2-3	600.0	2.0	2-3	590.0	2.0				2=>3	640.0	2.0	2-3-5	230.0	1.0	2=>3=>5	870.0	2.0		139625487.0	312965487.0	329516487.0			2-3	140	2.0	2-5	120	1.0	3-5	280	4.0
201247102610	ダ	右	1400	晴	良	15:40	ジュニアクラウン 		2012-10-26	12	笠松	4	(別定)		9.0	210.0	1.0	9.0	100	2.0	2.0	190	4.0	6.0	100	1.0	2-8	4560.0	10.0	2-9	7690.0	20.0				9=>2	7430.0	24.0	2-6-9	4570.0	17.0	9=>2=>6	40020.0	107.0		79283610514.0	79628101354.0	79261810534.0			2-9	910	11.0	6-9	130	1.0	2-6	1,160	19.0
201247102611	ダ	右	1800	晴	良	16:25	東海クラウン 		2012-10-26	12	笠松	4			1.0	160.0	1.0	1.0	100	1.0	6.0	100	2.0	2.0	250	6.0	1-6	120.0	1.0	1-6	120.0	1.0				1=>6	250.0	1.0	1-2-6	500.0	2.0	1=>6=>2	1020.0	2.0		16341027598.0	16347295108.0	16432759810.0			1-6	100	1.0	1-2	320	5.0	2-6	450	9.0
201247110701	ダ	右	1400	晴	良	11:00	サラ系C27組		2012-11-7	13	笠松	2			4.0	100.0	1.0	4.0	100	1.0	7.0	160	4.0	8.0	120	2.0	4-7	580.0	2.0	4-7	640.0	2.0				4=>7	620.0	2.0	4-7-8	410.0	3.0	4=>7=>8	1290.0	6.0		348679125.0	348679125.0	437869125.0			4-7	170	2.0	4-8	100	1.0	7-8	430	8.0
201247110702	ダ	右	1400	晴	良	11:30	サラ系C26組		2012-11-7	13	笠松	2			6.0	100.0	1.0	6.0	100	1.0	1.0	160	4.0	5.0	150	3.0	1-6	380.0	2.0	1-6	380.0	3.0				6=>1	470.0	3.0	1-5-6	860.0	4.0	6=>1=>5	1670.0	6.0		675139824.0	657183942.0	651879342.0			1-6	280	4.0	5-6	210	2.0	1-5	1,060	15.0
201247110703	ダ	右	1400	晴	良	12:05	サラ系C25組牝馬		2012-11-7	13	笠松	2	牝		9.0	190.0	1.0	9.0	100	1.0	2.0	210	5.0	8.0	110	2.0	2-8	1020.0	3.0	2-9	1310.0	7.0				9=>2	1840.0	11.0	2-8-9	710.0	3.0	9=>2=>8	4930.0	16.0		19825763.0	19825763.0	98127563.0			2-9	270	6.0	8-9	170	2.0	2-8	470	9.0
201247110704	ダ	右	1400	晴	良	12:40	サラ系C14組		2012-11-7	13	笠松	2			1.0	210.0	1.0	1.0	110	1.0	3.0	170	4.0	4.0	1,220	9.0	1-3	420.0	2.0	1-3	420.0	2.0				1=>3	640.0	1.0	1-3-4	5250.0	16.0	1=>3=>4	15790.0	52.0		483975162	483971562	4,(9,8,3),1,7,5,2,6			1-3	160	1.0	1-4	2,110	20.0	3-4	3,260	24.0
201247110705	ダ	右	1400	晴	良	13:15	祝!坂井田崇・優子結		2012-11-7	13	笠松	2			5.0	140.0	1.0	5.0	100	1.0	9.0	110	3.0	4.0	100	2.0	5-8	240.0	1.0	5-9	210.0	1.0				5=>9	370.0	1.0	4-5-9	180.0	1.0	5=>9=>4	840.0	1.0		954132867.0	951436278.0	954163728.0			5-9	130	1.0	4-5	130	2.0	4-9	160	3.0
201247110706	ダ	右	1400	晴	良	13:50	祝1107佳世誕生記		2012-11-7	13	笠松	2			2.0	1500.0	4.0	2.0	180	3.0	4.0	180	2.0	7.0	1,700	7.0	2-4	950.0	3.0	2-4	710.0	3.0				2=>4	2680.0	11.0	2-4-7	7230.0	21.0	2=>4=>7	54830.0	111.0		10247531968.0	10247531698.0	10247536189.0			2-4	400	4.0	2-7	3,480	22.0	4-7	2,260	17.0
201247110707	ダ	右	1600	晴	良	14:25	サラ系C12組		2012-11-7	13	笠松	2			9.0	1200.0	4.0	9.0	190	4.0	6.0	110	1.0	5.0	120	2.0	6-8	680.0	3.0	6-9	990.0	3.0				9=>6	3930.0	15.0	5-6-9	1280.0	3.0	9=>6=>5	18940.0	56.0		92104571683.0	92104516387.0	94105621387.0			6-9	410	3.0	5-9	810	13.0	5-6	170	1.0
201247110708	ダ	右	1400	晴	良	15:00	近代競馬150周年記		2012-11-7	13	笠松	2			4.0	120.0	1.0	4.0	110	1.0	2.0	180	4.0	5.0	200	5.0	2-4	640.0	4.0	2-4	430.0	3.0				4=>2	530.0	2.0	2-4-5	740.0	2.0	4=>2=>5	1650.0	5.0		23495106817.0	23495108617.0	42351098617.0			2-4	200	3.0	4-5	210	4.0	2-5	410	5.0
201247110709	ダ	右	1800	晴	良	15:35	安房峠特別 		2012-11-7	13	笠松	2	(別定)		10.0	160.0	1.0	10.0	110	1.0	3.0	120	2.0	8.0	250	6.0	3-8	250.0	1.0	3-10	190.0	1.0				10=>3	480.0	1.0	3-8-10	990.0	3.0	10=>3=>8	2730.0	6.0		69101385742.0	61089317542.0	10683795142.0			3-10	110	1.0	8-10	560	8.0	3-8	450	5.0
201247110801	ダ	右	1400	曇	良	11:00	サラ系C24組牝馬		2012-11-8	13	笠松	3	牝		4.0	100.0	1.0	4.0	100	1.0	5.0	210	4.0	2.0	170	3.0	4-5	870.0	4.0	4-5	880.0	3.0				4=>5	910.0	4.0	2-4-5	520.0	3.0	4=>5=>2	1500.0	5.0		42536910718	4,2,3,5,6,(9,10),(1,7),8	42356109718			4-5	300	4.0	2-4	120	1.0	2-5	460	6.0
201247110802	ダ	右	1400	曇	良	11:30	サラ系C23組		2012-11-8	13	笠松	3			5.0	220.0	1.0	5.0	140	2.0	3.0	160	4.0	10.0	160	3.0	3-5	300.0	1.0	3-5	270.0	1.0				5=>3	460.0	1.0	3-5-10	540.0	2.0	5=>3=>10	1360.0	2.0		61710534829.0	61510374829.0	56101347892.0			3-5	120	1.0	5-10	240	3.0	3-10	240	4.0
201247110803	ダ	右	1400	曇	良	12:00	サラ系C22組		2012-11-8	13	笠松	3			5.0	100.0	1.0	5.0	100	1.0	1.0	110	2.0	6.0	130	4.0	1-5	180.0	1.0	1-5	150.0	1.0				5=>1	210.0	1.0	1-5-6	130.0	1.0	5=>1=>6	270.0	1.0		156279384.0	156297843.0	156249873.0			1-5	110	1.0	5-6	120	2.0	1-6	120	3.0
201247110804	ダ	右	1400	曇	良	12:30	サラ系C21組		2012-11-8	13	笠松	3			3.0	250.0	2.0	3.0	100	1.0	5.0	100	2.0	4.0	120	3.0	3-5	280.0	1.0	3-5	190.0	1.0				3=>5	570.0	2.0	3-4-5	140.0	1.0	3=>5=>4	720.0	2.0		35649810721.0	35649810271.0	35649810271.0			3-5	110	1.0	3-4	130	3.0	4-5	120	2.0
201247110805	ダ	右	1400	曇	良	13:00	サラ系C7組		2012-11-8	13	笠松	3			5.0	230.0	2.0	5.0	160	2.0	6.0	300	6.0	9.0	280	5.0	5-6	9520.0	15.0	5-6	19080.0	21.0				5=>6	29610.0	29.0	5-6-9	122860.0	73.0	5=>6=>9	654480.0	288.0		75810491326.0	75810914326.0	75910184632.0			5-6	3,670	19.0	5-9	790	7.0	6-9	7,540	29.0
